Index,Author,Title,Publication,Volume,Issue,Year,Pages,Multiple_Tools,DOI,File_Type,Tool_Name,Tool_Type,Organization/Group,University/Institute,Distribution_Method,Article_Purpose,File_Name,Text_File,File_Path,Notes,Problematic,
67,"Hawkins, Paul; Nettleton, David",Large Scale WSD Using Learning Applied to SENSEVAL,Computers and the Humanities,34,1-2,2000,135-140,n/a,n/a,pdf,SENSEVAL,NLP; disambiguation,n/a,University of Durham,journal,Discuss tool usage,CHUM v34 n1-2 p135-140.pdf,CHUM-v34-n1-2-p135-140.txt,JWDTD-TA-Development-Corpus/CHum/Maybe,Describes how word sense disambiguation can be integrated into an NLP system.,-,
68,"Federici. Stefano; Montemagni, Simonetta; Pirrelli, Vito",ROMANSEVAL: Results for Italian by SENSE,Computers and the Humanities,34,1-2,2000,199-204,n/a,n/a,pdf,SENSE (Self-Expanding linguistic knowledge base from Sense Elicitation),NLP; disambiguation,n/a,Istituto di Linguistica Computazionale,journal,Discuss tool usage,CHUM v34 n1-2 p199-204.pdf,CHUM-v34-n1-2-p199-204.txt,JWDTD-TA-Development-Corpus/CHum/Maybe,Decribes use of SENSE with the ROMANSEVAL Italian test corpus of verbs.,-,
69,"Sands, Alice E.","MLA, ERIC and the Future",Computers and the Humanities,1,4,1966,113-122,n/a,n/a,pdf,ERIC (Education Research Information Centre),information system; indexing,US Office of Education,n/a,journal,Discuss tool usage,CHUM v1 n4 p113-122.pdf,CHUM-v1-n4-p113-122.txt,JWDTD-TA-Development-Corpus/CHum/Maybe,This article describes the early information and indexing system for education developed in the United States.,*,
70,"Forte, Allen",The Programming Language SNOBOL3: An Introduction,Computers and the Humanities,1,5,1966,157-163,n/a,n/a,pdf,SNOBOL (String-Oriented Symbolic Language) 3,string manipulation; programming language,Bell Telephone Laboratories,n/a,journal,Discuss tool usage,CHUM v1 n5 157-163.pdf,CHUM-v1-n5-157-163.txt,JWDTD-TA-Development-Corpus/CHum/Rejected,This describes the application of SNOBOL to string processing in the humanities.,-,
71,"Kay, Martin",Standards for Encoding Data in Natural Language,Computers and the Humanities,1,5,1966,170-177,n/a,n/a,pdf,n/a,n/a,RAND Corporation,"University of California, Los Angeles",journal,Establish standards,CHUM v1 n5 p170-177.pdf,CHUM-v1-n5-p170-177.txt,JWDTD-TA-Development-Corpus/CHum/Rejected,Article discussing how humanities scholars can apply standards for encoding data in natural language,-,
72,"Milic, Louis T. ",Winged Words: Varieties of Computer Application to Literature,Computers and the Humanities,2,1,1967,24-31,n/a,n/a,pdf,n/a,n/a,n/a,Columbia University,journal,Discuss projects,CHUM v2 n1 p24-31.pdf,CHUM-v2-n1-p24-31.txt,JWDTD-TA-Development-Corpus/CHum/Rejected,Describes a number of projects directly applying computational methodologies in the humanities.,-,
73,"Werbow, Stanley N. ",Reviews: The First Computer-Assisted MHG Word-Index,Computers and the Humanities,2,1,1967,51-56,*,n/a,pdf,"Word Index to the ""Nibelungenklage""",indexing,n/a,University of Michegan,journal,Review,CHUM v2 n1 p51-56.pdf,CHUM-v2-n1-p51-56(a).txt,JWDTD-TA-Development-Corpus/CHum/Rejected,Reviews a book describing a project indexing the Nibelungenklage,-,
74,"Bessinger Jr., J.B.","Reviews: A Concordance to the Works of the ""Gawain"" Poet",Computers and the Humanities,2,1,1967,53-56,*,n/a,pdf,A Concordance to Five Middle English Poems,concordance,n/a,University of Pittsburg,journal,Review,CHUM v2 n1 p51-56.pdf,CHUM-v2-n1-p51-56(b).txt,JWDTD-TA-Development-Corpus/CHum/Rejected,Reviews a book describing a project concording the works of the Pearl Poet (referred to here as Gawain Poet). ,-,
75,"Simmons, Peter",Automation in American Libraries,Computers and the Humanities,2,3,1967,101-113,n/a,n/a,pdf,n/a,automation; indexing,n/a,n/a,journal,Overview of industry practices,CHUM v2 n3 p101-113.pdf,CHUM-v2-n3-p101-113.txt,JWDTD-TA-Development-Corpus/CHum/Rejected,An overview of automation in the American library profession.,-,
76,"Suchoff, Benjamin",Computerized Folk Song Research and the Problem of Variants,Computers and the Humanities,2,4,1967,155-158,n/a,n/a,pdf,BARZREX (Bartok Archives Z-Symbol Rhythm Extraction),statistics; music processing,New York Bartok Archives,n/a,journal,Present tool and development,CHUM v2 n4 155-158.pdf,CHUM-v2-n4-155-158.txt,JWDTD-TA-Development-Corpus/CHum/Rejected,Discussing the challenges to computerizing folk song research; mentions an experimental tool in development.,*,
77,"Burton, Dolores M.",Some Uses of a Grammatical Concordance,Computers and the Humanities,2,4,1967,145-154,n/a,n/a,pdf,n/a,concordance,n/a,Emmanuel College,journal,Advocate,CHUM v2 n4 p145-154.pdf,CHUM-v2-n4-p145-154.txt,JWDTD-TA-Development-Corpus/CHum/Rejected,Describes the uses of grammatical concordances.,-,
78,"Kline, Edward A.",A Computer-Assisted Graphemic Analysis of Beowulf: Purpose and Procedure,Computers and the Humanities,2,5,1967,211-213,n/a,n/a,pdf,n/a,graphemic analysis,n/a,University of Notre Dame,journal,Describe computer-assisted research,CHUM v2 n5 p211-213.pdf,CHUM-v2-n5-p211-213.txt,JWDTD-TA-Development-Corpus/CHum/Rejected,Describes a computer-assisted process for the graphemic analysis of Beowulf.,-,
79,"Lincoln, Harry B.",The Thematic Index: A Computer Application to Musicology,Computers and the Humanities,2,5,1967,215-220,n/a,n/a,pdf,n/a,"indexing, musicology",n/a,Harpur College of the State University of New York at Birmingham,journal,Describe computer-assisted research,CHUM v2 n5 p215-220.pdf,CHUM-v2-n5-p215-220.txt,JWDTD-TA-Development-Corpus/CHum/Rejected,Describes a computer-assisted process for thematically indexing music.,-,
80,"Brown, P.J.",SCAN: A Simple Conversational Programming Language for Text Analysis,Computers and the Humanities,6,4,1972,223-227,n/a,n/a,pdf,SCAN,programming language,n/a,University of Kent at Canterbury,journal,Discuss tool usage,CHUM v6 n4 p223-227.pdf,CHUM-v6-n4-p223-227.txt,JWDTD-TA-Development-Corpus/CHum/Rejected,Described utility of SCAN conversational programming language to text analysis with examples.,-,
81,"Joyce, James",Extension to PL/I For Natural-Language Processing,Computers and the Humanities,6,5,1972,271-276,n/a,n/a,pdf,PL/I (extensions),NLP,n/a,Northern Illinois Unversity,journal,Discuss tool usage,CHUM v6 n5 p271-276.pdf,CHUM-v6-n5-p271-276.txt,JWDTD-TA-Development-Corpus/CHum/Rejected,Discusses extensions to PL/I to enhance its utility to natural-language processing.,-,
82,"Smith, John B.",RATS: A Middle-Level Text Utility System,Computers and the Humanities,6,5,1972,277-283,n/a,n/a,pdf,RATS (Random-Accessible Text Systems,utility; analytics,n/a,Pennsylvania State University ,journal,Present tool and development,CHUM v6 n5 p277-283.pdf,CHUM-v6-n5-p277-283.txt,JWDTD-TA-Development-Corpus/CHum/Rejected,"Describes a utlity developed to assist the development of tools for text analysis in PL/I, without needing to 'reinvent the wheel' in their construction.",-,
83,"Housden, Richard J.W.",Further Thoughts on SNAP,Computers and the Humanities,7,6,1973,407-412,n/a,n/a,pdf,SNAP (Stylized Natural Procedural Language),text processing,n/a,University of East Anglia,journal,Discuss tool usage,CHUM v7 n6 p407-412.pdf,CHUM-v7-n6-p407-412.txt,JWDTD-TA-Development-Corpus/CHum/Rejected,"Article author discusses his reevaluation of SNAP, with examples of application.",-,
84,"Waltman, Franklin M.",C.L.A.S. and the Cantar de Mio Cid,Computers and the Humanities,10,3,1976,145-152,n/a,n/a,pdf,CLAS (Computerized Language Analysis System),concordance; indexing,n/a,New York State University College at Cortland,journal,Discuss tool usage,CHUM v10 n3 p145-152.pdf,CHUM-v10-n3-p145-152.txt,JWDTD-TA-Development-Corpus/CHum/Rejected,Article describes the application of CLAS to the Cantar de Mio Cid,-,
85,"Collett, J.",Getting in the Right Mood: A CAI Program on the Subjunctive in French,Computers and the Humanities,16,3,1982,137-143,n/a,n/a,pdf,n/a,NLP,n/a,University of Waikato (New Zealand),journal,Present tool and development,CHUM v16 n3 p137-143.pdf,CHUM-v16-n3-p137-143.txt,JWDTD-TA-Development-Corpus/CHum/Rejected,Author describes influences to and development of an unnamed CAI tool for determining mood in French subjunctive text.,-,
86,"Farina, Luciano F.",LDMS: A Linguistic Data Management System,Computers and the Humanities,17,3,1983,99-119,n/a,n/a,pdf,LDMS (Linguistic Data Management System),data management,n/a,Ohio State University,journal,Present tool and development,CHUM v17 n3 p99-119.pdf,CHUM-v17-n3-p99-119.txt,JWDTD-TA-Development-Corpus/CHum/Rejected,Describes a data management system for linguistic data.,-,
87,"Olsen, Mark",Technical Note: DATCOL 4: Interactive Data Collector for Historians,Computers and the Humanities,19,1,1985,57-59,n/a,n/a,pdf,DATCOL 4,data collector,n/a,University of Ottawa,journal,Present tool and development,CHUM v19 n1 p57-59.pdf,CHUM-v19-n1-p57-59.txt,JWDTD-TA-Development-Corpus/CHum/Rejected,"Describes a database system for data collection, aimed at historians.",*,
88,"Wilson, Wayne",Software Reviews: PRO-SEARCH: A Review,Computers and the Humanities,19,3,1985,191-193,*,n/a,pdf,PRO-SEARCH,search; indexing,Menlo Corporation,n/a,journal,Review,CHUM v19 n3 p191-198.pdf,CHUM-v19-n3-p191-198(a).txt,JWDTD-TA-Development-Corpus/CHum/Rejected,"Describes a data management, indexing and retrieval system with a simple interface for use by the general public.",*,
89,"McCarthy, Willard","Software Reviews: T3, A Multilingual Word Processing Package for the IBM PC",Computers and the Humanities,20,1,1986,57-62,*,n/a,pdf,T3,word processing,TCI Software Research Inc.,n/a,journal,Review,CHUM v20 n1 p57-71.pdf,CHUM-v20-n1-p57-71(a).txt,JWDTD-TA-Development-Corpus/CHum/Rejected,Word processing program designed to handle multiple languages and technical writing.,*,
90,"McCarthy, Willard","Software Reviews: Nota Bene, an Academic Word Processing and Retrieval System for IBM PC",Computers and the Humanities,20,1,1986,62-71,*,n/a,pdf,Nota Bene,word processing; text retrieval,"Dragonfly Software, Equal Access Systems, Inc.",n/a,journal,Review,CHUM v20 n1 p57-71.pdf,CHUM-v20-n1-p57-71(b).txt,JWDTD-TA-Development-Corpus/CHum/Rejected,"Word processing and retrieval system, which allows for document segmentation and concatenation. ",*,
91,"Augustine, Dorothy",Software Reviews: Writer's Helper,Computers and the Humanities,21,2,1987,119-121,*,n/a,pdf,Writer's Helper,stylistic analysis,Conduit,University of Iowa,journal,Review,CHUM v21 n2 p119-136.pdf,CHUM-v21-n2-p119-136(a).txt,JWDTD-TA-Development-Corpus/CHum/Rejected,"This tool is designed to give writing feedback on text, via stylistic analysis, word analysis and charactersistics like sentence or paragraph length.",*,
92,"Bolton, Whitney",Review Essay: The Bard in Bits: Electronic Editions of Shakespeare and the Programs to Analyze Them,Computers and the Humanities,24,4,1990,275-287,*,n/a,pdf,WordCruncher; Nota Bene; Micro OCP,"concordance, indexing",n/a,n/a,journal,Review,CHUM v24 n4 p275-287.pdf,CHUM-v24-n4-p275-287.txt,JWDTD-TA-Development-Corpus/CHum/Rejected,"This article describes a number of digital editions of Shakespeare, and three programs designed to analyze them.",-,
93,"Corre, Alan D. ",Technical Reviews: ProIcon,Computers and the Humanities,24,4,1990,301-303,*,n/a,pdf,ProIcon,programming language; string processing,Catspaw Inc.,n/a,journal,Review,CHUM v24 n4 p301-315.pdf,CHUM-v24-n4-p301-315(a).txt,JWDTD-TA-Development-Corpus/CHum/Rejected,"ProIcon is an update of Icon (itself a derivitive of SNOBOL), a visual programming language well suited to text handling.",*,
94,"Reimer, Stephen R.",Technical Reviews: Statistical Navigator Professional,Computers and the Humanities,26,4,1992,311-316,-,n/a,pdf,Statistical Navigator Professional,statistics; hypertext,"IdeaWorks, Inc.",n/a,journal,Review,CHUM v26 n4 p311-316.pdf,CHUM-v26-n4-p311-316.txt,JWDTD-TA-Development-Corpus/CHum/Rejected,"This program is designed to assist in statistical analysis, but the article is thin on its direct use to the humanites though it does gesture toward such applications.",*,
95,"McKinnon, Alistair",The Multi-Dimensional Concordance: A New Tool for Literary Research,Computers and the Humanities,27,3,1993,165-183,-,n/a,pdf,SimCA,concordance; correspondance analysis,n/a,n/a,journal,Describe computer-assisted research,CHUM v27 n3 p165-183.pdf,CHUM-v27-n3-p165-183.txt,JWDTD-TA-Development-Corpus/CHum/Rejected,"This article describes how conconrdances and correspondance analysis can be of direct utlity, with the example of Kierkegaard's Fear and Trembling and the program SimCa",-,
96,"Bailin, Alan",Intelligent Computer-Assisted Language Learning: A Bibliography,Computers and the Humanities,29,5,1995,375-387,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Bibliography,CHUM v29 n5 p375-387.pdf,CHUM-v29-n5-p375-387.txt,JWDTD-TA-Development-Corpus/CHum/Rejected,"This article is a bibliography of papers on computer-assisted language learning, with direct utility to the humanities.",*,
97,"Tweedie, F.J.; Singh, S.; Holmes, D.I.",Neural Network Applications in Stylometry: The Federalist Papers,Computers and the Humanities,30,1,1996,1-10,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v30 n1 p1-10.pdf,CHUM-v30-n1-p1-10.txt,JWDTD-TA-Development-Corpus/CHum/Rejected,"This article describes the utility of applying neural networks to stylometry, with the specific example of a project examining the Federalist Papers",-,
98,"Johnson, Eric",Professor-Created Computer Programs for Student Research,Computers and the Humanities,30,2,1996,171-179,*,n/a,pdf,numerous,n/a,n/a,n/a,journal,List available tools,CHUM v30 n2 p171-179.pdf,CHUM-v30-n2-p171-179.txt,JWDTD-TA-Development-Corpus/CHum/Rejected,"This article describes over a dozen tools written by professors to enhance and assist student research in the humanities, including a brief writup of their purpose and effectiveness.",-,
99,"Elliott, Ward E.Y.; Valenza, Robert J.",And Then There Were None: Winnowing the Shakespeare Claimants,Computers and the Humanities,30,3,1996,191-245,n/a,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v30 n3 p191-245.pdf,CHUM-v30-n3-p191-245.txt,JWDTD-TA-Development-Corpus/CHum/Rejected,"Describes a massive, intensive project into the authorship of Shakespeare's oevre, using various computer-assisted analytic techniques.",-,
100,"Whissell, Cynthia",Traditional and Emotional Stylometric Analysis of the Songs of Beatles Paul McCartney and John Lennon,Computers and the Humanities,30,3,1996,257-265,n/a,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v30 n3 p257-265.pdf,CHUM-v30-n3-p257-265.txt,JWDTD-TA-Development-Corpus/CHum/Rejected,Describes a project applying computer-assisted stylometric analysis to Beatles songs.,-,
101,"Cunningham, Sally Jo",Machine Learning Applications to Anthropology: Automated Discovery over Kinship Structures,Computers and the Humanities,30,6,1997,401-406,n/a,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v30 n6 p401-406.pdf,CHUM-v30-n6-p401-406.txt,JWDTD-TA-Development-Corpus/CHum/Rejected,Describes the application of computer analysis and machine learning to anthropological work into kin structures.,*,
102,"Cunningham, Hamish","GATE, a General Architecture for Text Engineering",Computers and the Humanities,36,7,2002,223-254,n/a,n/a,pdf,GATE (General Architecture for Text Engineering),NLP; text engineering,n/a,"Institute for Language, Speech and Hearing; University of Sheffield",journal,Present tool and development,CHUM v36 n7 p223-254.pdf,CHUM-v36-n7-p223-254.txt,JWDTD-TA-Development-Corpus/CHum/Rejected,Describes a software architecture for text engineering used for researching and developing language processing software.,*,
126,"Lehnert, Herbert; Ruecking, Fredrick; Porter, Robert",The Thomas Mann Project: A Progress Report,Computers and the Humanities,1,3,1967,65-71,-,n/a,pdf,n/a,n/a,n/a,Rice University,journal,Describe computer-assisted research,CHUM v1 n3 p65-71.pdf,CHUM-v1-n3-p65-71.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"A progress report on the Thomas Mann Project, an attempt to index the writings and personal documents of Thomas Mann.",-,
127,"Morton, A.Q.; Winspear, A.D.",The Computer and Plato's Seventh Letter,Computers and the Humanities,1,3,1967,72-73,-,n/a,pdf,n/a,n/a,n/a,University of Calgary,journal,Describe computer-assisted research,CHUM v1 n3 p72-73.pdf,CHUM-v1-n3-p72-73.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"Stylometric analysis of Plato's Seventh Letter. A joint venture between the rector of St. Andrew's Church in Culross, Fifeshire and a scholar at University of Calgary, Alberta.",-,
128,"Baer, Michael A; Zeigler, Harmon",Computers and Political Science: A Review Article,Computers and the Humanities,1,4,1967,135-143,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v1 n4 p135.pdf,CHUM-v1-n4-p135.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"An overview of computer-aided research in political science, describing its uses and challenges.",-,
129,"Janda, Kenneth",Some Computer Applications in Political Science,Computers and the Humanities,2,1,1967,12-16,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v2 n1 p12-16.pdf,CHUM-v2-n1-p12-16.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Describes applications of computer analysis to political science.,-,
